marker,x_pos,y_pos,z_pos,msec,active
1,0.272481,-0.489334,-0.328793,5.252649,1
1,0.277097,-0.487074,-0.311195,5.375828,1
1,0.282433,-0.48581,-0.323439,5.251656,1
1,0.287206,-0.483875,-0.33534,5.375165,1
1,0.293803,-0.481064,-0.319046,5.374503,1
1,0.300074,-0.478297,-0.282362,5.251656,1
1,0.304096,-0.476061,-0.272217,5.375828,1
1,0.309945,-0.474361,-0.264755,5.374503,1
1,0.315106,-0.472575,-0.270435,5.250993,1
1,0.320137,-0.470567,-0.270018,5.376821,1
1,0.325555,-0.468097,-0.260237,5.375165,1
1,0.330363,-0.465961,-0.250174,5.25,1
1,0.33549,-0.463511,-0.257221,5.37649,1
1,0.338904,-0.462156,-0.256115,5.376159,1
1,0.344504,-0.459064,-0.236883,5.250993,1
1,0.348702,-0.457061,-0.243612,5.375497,1
1,0.353046,-0.454514,-0.242079,5.372185,1
1,0.356798,-0.452129,-0.22963,5.254304,1
1,0.361995,-0.449628,-0.236423,5.375497,1
1,0.366601,-0.446957,-0.24124,5.375828,1
1,0.369979,-0.444381,-0.241144,5.251325,1
1,0.373712,-0.442591,-0.236517,5.375165,1
1,0.378424,-0.440073,-0.219198,5.375497,1
1,0.382685,-0.437503,-0.219143,5.250993,1
1,0.385713,-0.434828,-0.215597,5.375828,1
1,0.39007,-0.430745,-0.188917,5.372517,1
1,0.393053,-0.4271,-0.169117,5.253973,1
1,0.396837,-0.425239,-0.154327,5.376159,1
1,0.401103,-0.422717,-0.165346,5.375165,1
1,0.404411,-0.419543,-0.156862,5.254636,1
1,0.407851,-0.417251,-0.155489,5.374503,1
1,0.409485,-0.41374,-0.137306,5.371523,1
1,0.412495,-0.411269,-0.137615,5.253643,1
1,0.41617,-0.408172,-0.145998,5.37649,1
1,0.420106,-0.405816,-0.105724,5.372517,1
1,0.421735,-0.403234,-0.091358,5.379139,1
1,0.423867,-0.400053,-0.08206,5.250331,1
1,0.426253,-0.396833,-0.057768,5.376159,1
1,0.428929,-0.394493,-0.071959,5.251325,1
1,0.430714,-0.390832,-0.064749,5.375165,1
1,0.433884,-0.387355,-0.056219,5.375497,1
1,0.435353,-0.384436,-0.055943,5.251656,1
1,0.43802,-0.380736,-0.078808,5.374503,1
1,0.438612,-0.377402,-0.034899,5.372517,1
1,0.440569,-0.374528,-0.05739,5.380464,1
1,0.443501,-0.371663,-0.076941,5.250331,1
1,0.445262,-0.369153,-0.085581,5.382119,1
1,0.44754,-0.365446,-0.091082,5.371523,1
1,0.449155,-0.36246,-0.077087,5.249338,1
1,0.450671,-0.359563,-0.072674,5.374835,1
1,0.452376,-0.356872,-0.07423,5.251656,1
1,0.454231,-0.352607,-0.075241,5.375497,1
1,0.45687,-0.348937,-0.074753,5.37649,1
1,0.458388,-0.347355,-0.055302,5.25,1
1,0.459546,-0.343611,-0.068676,5.383112,1
1,0.461729,-0.340327,-0.084576,5.370861,1
1,0.463874,-0.336875,-0.056067,5.247682,1
1,0.465413,-0.333735,-0.060394,5.37649,1
1,0.466447,-0.329672,-0.055984,5.374835,1
1,0.466984,-0.326622,-0.070663,5.251325,1
1,0.468089,-0.323579,-0.047621,5.374835,1
1,0.469899,-0.320425,-0.05899,5.377483,1
1,0.470904,-0.316936,-0.042892,5.375828,1
1,0.472905,-0.313558,-0.034992,5.249669,1
1,0.473457,-0.310084,-0.013927,5.377152,1
1,0.473788,-0.307677,-0.000526,5.250331,1
1,0.475209,-0.304934,0.009338,5.375165,1
1,0.475149,-0.301661,0.011902,5.375497,1
1,0.477153,-0.297716,0.008265,5.251325,1
1,0.47792,-0.293954,0.006453,5.376821,1
1,0.479432,-0.290653,-0.008022,5.376159,1
1,0.480084,-0.287088,0.002783,5.373841,1
1,0.479795,-0.284197,0.009926,5.250331,1
1,0.480425,-0.281139,0.00482,5.377815,1
1,0.480605,-0.277758,0.063105,5.250993,1
1,0.481536,-0.274704,0.068401,5.374835,1
1,0.482071,-0.271523,0.075268,5.375497,1
1,0.482016,-0.26916,0.077066,5.376821,1
1,0.481983,-0.265076,0.081547,5.25,1
1,0.48374,-0.261689,0.081652,5.375497,1
1,0.484355,-0.258903,0.086439,5.253643,1
1,0.484938,-0.256753,0.095238,5.374172,1
1,0.484965,-0.254104,0.087683,5.375497,1
1,0.486432,-0.250704,0.079805,5.250662,1
1,0.487,-0.248307,0.043861,5.374835,1
1,0.487336,-0.244975,0.044088,5.376159,1
1,0.487964,-0.24298,0.04291,5.265232,1
1,0.487971,-0.239627,0.051449,5.364238,1
1,0.488479,-0.237165,0.061251,5.384437,1
1,0.489518,-0.234078,0.05409,5.255298,1
1,0.489412,-0.231304,0.058868,5.372848,1
1,0.490925,-0.228343,0.063431,5.374172,1
1,0.4916,-0.225314,0.065485,5.248013,1
1,0.491464,-0.222679,0.067799,5.375497,1
1,0.49134,-0.220845,0.054077,5.378146,1
1,0.49053,-0.217993,0.061644,5.25298,1
1,0.491312,-0.214653,0.061699,5.37351,1
1,0.491611,-0.212105,0.0541,5.377152,1
1,0.493092,-0.209708,0.041616,5.25,1
1,0.493417,-0.206402,0.047529,5.397682,1
1,0.494365,-0.203593,0.05468,5.353973,1
1,0.495301,-0.201078,0.049978,5.374835,1
1,0.495309,-0.198343,0.059978,5.249007,1
1,0.495036,-0.195275,0.040535,5.376821,1
1,0.495924,-0.193006,0.031542,5.253311,1
1,0.496644,-0.189983,0.025448,5.372517,1
1,0.498065,-0.187684,0.030069,5.380133,1
1,0.498639,-0.18435,0.02409,5.249007,1
1,0.498577,-0.181577,0.040703,5.374172,1
1,0.498517,-0.179124,0.015951,5.377483,1
1,0.499283,-0.176225,0.025801,5.249007,1
1,0.50028,-0.17347,0.039368,5.376821,1
1,0.500907,-0.170816,0.024878,5.375828,1
1,0.500659,-0.167266,0.058245,5.251325,1
1,0.50106,-0.163516,0.0616,5.375497,1
1,0.501463,-0.16128,0.075239,5.376821,1
1,0.501852,-0.158192,0.073875,5.249007,1
1,0.502457,-0.155662,0.085743,5.378477,1
1,0.502841,-0.153743,0.075821,5.375497,1
1,0.504043,-0.150751,0.08868,5.374172,1
1,0.504075,-0.147295,0.074308,5.214239,1
1,0.504865,-0.144445,0.076475,5.434768,1
1,0.50515,-0.141376,0.079813,5.359272,1
1,0.50514,-0.139201,0.065592,5.24702,1
1,0.50555,-0.136259,0.053249,5.371523,1
1,0.506149,-0.13301,0.047512,5.376821,1
1,0.507373,-0.129463,0.055235,5.255298,1
1,0.50694,-0.126605,0.054512,5.373841,1
1,0.507245,-0.123708,0.067068,5.374503,1
1,0.507277,-0.120292,0.069002,5.251325,1
1,0.507282,-0.116968,0.064318,5.377152,1
1,0.507684,-0.113935,0.066122,5.376159,1
1,0.507951,-0.11011,0.066017,5.25596,1
1,0.507954,-0.107015,0.097702,5.368212,1
1,0.508337,-0.104058,0.108086,5.377483,1
1,0.50802,-0.100158,0.115129,5.263907,1
1,0.507673,-0.096508,0.116339,5.376821,1
1,0.507953,-0.093585,0.115358,5.368543,1
1,0.508128,-0.090112,0.1133,5.255298,1
1,0.508398,-0.087264,0.121769,5.37649,1
1,0.508308,-0.08365,0.110821,5.369867,1
1,0.509333,-0.079828,0.109659,5.255629,1
1,0.507926,-0.075729,0.096703,5.377483,1
1,0.508107,-0.072993,0.073259,5.371523,1
1,0.508318,-0.069446,0.075098,5.251987,1
1,0.508574,-0.066603,0.073826,5.375828,1
1,0.508079,-0.062532,0.06295,5.374835,1
1,0.507666,-0.05895,0.06616,5.251656,1
1,0.5079,-0.055002,0.075518,5.378808,1
1,0.506722,-0.051599,0.070871,5.371192,1
1,0.506373,-0.047703,0.071697,5.251987,1
1,0.505885,-0.044206,0.082232,5.380464,1
1,0.50528,-0.040441,0.091019,5.360596,1
1,0.504348,-0.036935,0.11455,5.252649,1
1,0.503177,-0.032651,0.126038,5.372848,1
1,0.501716,-0.028477,0.107658,5.378477,1
1,0.499845,-0.024418,0.105856,5.25,1
1,0.498904,-0.021183,0.124376,5.374503,1
1,0.497006,-0.01688,0.124462,5.378146,1
1,0.495505,-0.012792,0.114418,5.247351,1
1,0.493313,-0.008852,0.118837,5.377815,1
1,0.490644,-0.004289,0.113539,5.25,1
1,0.489303,-0.000492,0.112864,5.375828,1
1,0.487216,0.002769,0.134949,5.378146,1
1,0.483592,0.007347,0.115257,5.263576,1
1,0.480541,0.010762,0.124868,5.359272,1
1,0.477443,0.014479,0.119234,5.361259,1
1,0.47568,0.019033,0.100147,5.24404,1
1,0.472492,0.022019,0.100504,5.376821,1
1,0.468426,0.026037,0.101015,5.373841,1
1,0.46569,0.030562,0.102289,5.375497,1
1,0.461815,0.034609,0.090218,5.250993,1
1,0.458498,0.038733,0.07468,5.375165,1
1,0.455264,0.042987,0.06649,5.378477,1
1,0.451308,0.046744,0.059498,5.249669,1
1,0.447242,0.050319,0.066792,5.374172,1
1,0.44303,0.054249,0.059845,5.267219,1
1,0.43917,0.05889,0.050905,5.376159,1
1,0.433785,0.062626,0.048849,5.371192,1
1,0.428921,0.067171,0.037575,5.253643,1
1,0.425096,0.071074,0.04245,5.376159,1
1,0.420023,0.075763,0.020626,5.375828,1
1,0.414927,0.078177,0.057339,5.377483,1
1,0.409961,0.082479,0.055616,5.249669,1
1,0.405118,0.086485,0.048431,5.374503,1
1,0.400145,0.090593,0.038334,5.255298,1
1,0.395188,0.094494,0.024876,5.373841,1
1,0.388684,0.098965,0.02837,5.374503,1
1,0.383317,0.103709,0.009005,5.254636,1
1,0.378159,0.106964,0.020138,5.373179,1
1,0.371868,0.110283,0.015282,5.374835,1
1,0.366367,0.113964,0.012651,5.261258,1
1,0.35927,0.11799,-0.001522,5.364901,1
1,0.352726,0.121799,-0.018261,5.37649,1
1,0.346578,0.125774,-0.015285,5.375828,1
1,0.340939,0.129507,-0.038113,5.250662,1
1,0.333338,0.133621,-0.041239,5.375165,1
1,0.325837,0.137429,-0.045162,5.23543,1
1,0.319952,0.140212,-0.026075,5.391722,1
1,0.312584,0.143915,-0.044538,5.372517,1
1,0.30546,0.148089,-0.039328,5.239735,1
1,0.299314,0.151684,-0.048645,5.389735,1
1,0.291589,0.154477,-0.0292,5.372848,1
1,0.285268,0.157624,-0.027517,5.241722,1
1,0.277864,0.160992,-0.033106,5.388741,1
1,0.271249,0.165445,-0.059557,5.373179,1
1,0.262787,0.167967,-0.04594,5.239735,1
1,0.256214,0.172017,-0.060698,5.385762,1
1,0.249399,0.174835,-0.048851,5.378146,1
1,0.241288,0.177865,-0.045294,5.239735,1
1,0.234844,0.181293,-0.059214,5.386424,1
1,0.227453,0.184217,-0.048742,5.37649,1
1,0.220402,0.189007,-0.080942,5.241391,1
1,0.213358,0.193251,-0.091234,5.385099,1
1,0.206189,0.195622,-0.091459,5.391722,1
1,0.199022,0.199251,-0.100912,5.22649,1
1,0.191934,0.202458,-0.107594,5.384437,1
1,0.184289,0.204934,-0.111506,5.376159,1
1,0.176416,0.206875,-0.085918,5.246027,1
1,0.168446,0.208871,-0.073942,5.381126,1
1,0.162262,0.212416,-0.089451,5.375165,1
1,0.155177,0.214862,-0.09786,5.24404,1
1,0.147748,0.216188,-0.068142,5.382119,1
1,0.140281,0.21796,-0.055826,5.376821,1
1,0.133467,0.220662,-0.055779,5.24702,1
1,0.126562,0.223096,-0.062622,5.37947,1
1,0.119382,0.225867,-0.071569,5.375828,1
1,0.113314,0.227479,-0.071651,5.246689,1
1,0.10642,0.228955,-0.054295,5.37947,1
1,0.100602,0.231482,-0.070555,5.375828,1
1,0.093216,0.2333,-0.068018,5.248013,1
1,0.086109,0.235192,-0.073355,5.379139,1
1,0.080574,0.237239,-0.089613,5.375165,1
1,0.073736,0.2376,-0.072796,5.247682,1
1,0.068371,0.23936,-0.063269,5.37947,1
1,0.062232,0.24124,-0.072599,5.375165,1
1,0.055956,0.242792,-0.068188,5.249338,1
1,0.050205,0.243726,-0.057722,5.379801,1
1,0.044049,0.244726,-0.064865,5.374835,1
1,0.038706,0.245618,-0.063419,5.248013,1
